,Date,Day,Month,Year,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed ,Injured Min,Injured ,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Weekend
284,6,Monday,December,2010,30 Dhul-Hijjah 1431,Working Day,,14:00:00,Mohmand agency ,32.9746,70.1456,Fata,"Mohmad Agency-Ghalani area-Political 
Agent office ",Government,High,Closed,,Government Official,,40.0,50.0,60.0,100.0,2.0,,"1.Tehsil Headquarters Ghalani 
2.Lady Reading",5.08,41.144,0
285,7,Tuesday,December,2010,01 Muharram 1432,Working Day,Islamic New Year,,Quetta,30.2095,67.0182,Balochistan,railway level crossing sryab pattak,Transport,Low,Open,Minister Balochistan,Government Official,,,,10.0,12.0,1.0,,CMH,4.51,40.118,0
286,8,Wednesday,December,2010,02 Muharram 1432,Working Day,,13:00:00,Kohat,33.5833,71.4333,KPK,KohatBus stand,Transport,Low,Open,,Civilian,,18.0,20.0,,32.0,1.0,10 kg,,12.205,53.968999999999994,0
287,10,Friday,December,2010,04 Muharram 1432,Working Day,,16:00:00,Hangu,33.5351,71.0713,KPK,Pass Killay area-under construction Private Hospital,Hospital,Low,Closed,,Civilian,,10.0,17.0,16.0,30.0,1.0,400 KG,Hospitals in KohatDivision,10.385,50.693000000000005,0
288,23,Thursday,December,2010,17 Muharram 1432,Working Day,,,Islamabad,33.718,73.0718,Capital,Entrance to imambargah,Religious,Medium,Closed,,religious,Sunni,,1.0,,2.0,1.0,,,11.73,53.114,0
289,24,Friday,December,2010,18 Muharram 1432,Working Day,,,Peshawar,34.0043,71.5448,KPK,Mall road peshawar,Police Rangers,High,Open,Police & Rangers was not sure about the bmbers target,Civilian,,,4.0,,24.0,1.0,10 kg ,lady Reading Hospital-CMH,10.845,51.521,0
290,25,Saturday,December,2010,19 Muharram 1432,Holiday,Christmas/birthday of Quaid-e-Azam,,Bajaur Agency,34.8718,71.5249,FATA,WFP office Khar,Foreign,High,Closed,target was Police & Rangers checkpost,Police_Rangers,,42.0,47.0,80.0,105.0,1.0,,,9.705,49.468999999999994,1
291,27,Monday,December,2010,21 Muharram 1432,Working Day,,Evening,Muzaffarabad,34.3597,73.4711,AJK,Procession from Neelam Valley,Parks Grounds,Medium,Open,,religious,Shiite,,7.0,,65.0,1.0,,,9.24,48.632,0
292,12,Wednesday,January,2011,08 Safar 1432,Working Day,,Evening,Bannu,32.935,70.6688,KPK,Bannu Police & Rangers Station,Religious,Medium,Closed,,Civilian,Sunni,18.0,20.0,15.0,20.0,1.0,1000 kg,Bannu's Main hospital,7.775,45.995,0
293,25,Tuesday,January,2011,21 Safar 1432,Working Day,,Evening,Lahore,31.5451,74.3407,Punjab,Urdu Bazar intersection on circular road,Police Rangers,High,Open,Hazrat Imam Hussain Chehlum Procession,Religious,Shiite,11.0,17.0,71.0,80.0,1.0,5Kg,Mayo Hospital-ganagaram hospital,14.165,57.497,0
294,27,Thursday,January,2011,23 Safar 1432,Working Day,,,Bajaur Agency,34.8718,71.5249,FATA,Sarameena area of Khar tehsil in the Bajaur Agency,Military,High,Open,,Military,,,0.0,,0.0,1.0,,,10.395,50.711000000000006,0
295,31,Monday,January,2011,27 Safar 1432,Working Day,,Morning,Peshawar,34.0043,71.5448,KPK,Kohatroad Garhi Kamruddin over head bridge,Mobile,High,Open,Police & Rangers car,Police_Rangers,,5.0,7.0,14.0,16.0,1.0,7Kg,,14.355,57.839,0
296,10,Thursday,February,2011,07 Rabi’ al-Awwal 1432,Working Day,,8:00 AM/8:15:00 AM,Mardan,34.1982,72.0444,KPK,Punjab Regiment Center,Military,High,Open,,Military,,28.0,36.0,35.0,50.0,1.0,9Kg,CMH Mardan-CMH rawalpindi,11.06,51.908,0
297,11,Friday,February,2011,08 Rabi’ al-Awwal 1432,Working Day,,,Mohmand agency ,32.9746,70.1456,Fata,Dabo Dheri checkpost in Prang Ghar ,Police Rangers,High,Open,,Police_Rangers,,,1.0,,3.0,1.0,,,1.445,34.601,0
298,12,Saturday,February,2011,09 Rabi’ al-Awwal 1432,Working Day,Weekend,Saturday Morning,Malakand ,34.503,71.9046,KPK,Batakhel area,Residential,Low,Closed,security forces were trying to arest the bomber,Military,,1.0,3.0,,,1.0,,,8.305,46.949,1
299,19,Saturday,February,2011,16 Rabi’ al-Awwal 1432,Working Day,Weekend,,Bannu,32.935,70.6688,KPK,Police & Rangers station in bannu,Police Rangers,High,Open,,Police_Rangers,,,,,4.0,1.0,,,5.45,41.81,1
300,1,Tuesday,March,2011,26 Rabi’ al-Awwal 1432,Working Day,,Night,Karachi,24.9918,66.9911,Sindh,near MDA flats along national highway-in Shah Latif Town,Parks Grounds,Low,Open,,Civilian,,,0.0,,0.0,1.0,,,23.53,74.354,0
301,3,Thursday,March,2011,28 Rabi’ al-Awwal 1432,Working Day,,,Hangu,33.5351,71.0713,KPK,spin khawri chowk,Mobile,Low,Open,,Police_Rangers,,5.0,9.0,30.0,36.0,1.0,400Kg,,9.565,49.217,0
302,9,Wednesday,March,2011,04 Rabi’ al-Thani 1432,Working Day,,,Peshawar,34.0043,71.5448,KPK,Adezai Village-sheikh Neka graveyard,Parks Grounds,Low,Open,,Anti_Militants,Sunni,37.0,43.0,,52.0,1.0,16Kg,Lady Reading Hospital,18.605,65.48899999999999,0
303,24,Thursday,March,2011,19 Rabi’ al-Thani 1432,Working Day,,08:00:00,Hangu,33.5351,71.0713,KPK,Rescue 15 Building adjecent to Police & Rangers station in Thall,Police Rangers,High,Open,,Police_Rangers,,5.0,8.0,25.0,30.0,1.0,250kg,CMH Thall,22.185,71.933,0
304,30,Wednesday,March,2011,25 Rabi’ al-Thani 1432,Working Day,,10:45 AM/ 11:00 AM,Swabi ,34.1335,72.4702,KPK,Peshawar- IslamabadMotorway-Swabi Interchange,Police Rangers,High,Open,,Government Official,,10.0,13.0,12.0,23.0,1.0,8Kg,Shahmansoor Hospital Complex/Swabi District Hospital/khunda Civil Hospital and  LRH Peshawar,20.12,68.21600000000001,0
305,31,Thursday,March,2011,26 Rabi’ al-Thani 1432,Working Day,,12:45:00,Charsadda,34.1509,71.7359,KPK,Near DCO office-Nowshehra road,Parks Grounds,Low,Open,,Government Official,,,12.0,20.0,42.0,1.0,,Lady reading hospital,19.405,66.929,0
306,1,Friday,April,2011,27 Rabi’ al-Thani 1432,Working Day,,,Dara Adam khel,33.6854,71.5131,KPK,near a mosque in Dara adam khel bazar-khalid market,Market,Low,Open,peace committee members were present in mosque,Anti_Militants,Sunni,,1.0,2.0,8.0,1.0,8kg,,18.315,64.967,0
307,3,Sunday,April,2011,29 Rabi’ al-Thani 1432,Holiday,Weekend,around 5pm and second attack after 15min/5:16:00 PM and second attack after 25 min,D.G Khan,30.05,70.6333,KPK,sakhi arwar shrine-40 km away from D.G Khan,Religious,Medium,Open,Urs ceremony,Religious,Sunni,42.0,50.0,100.0,114.0,2.0,,sakhi sarwar civil hospital-dera district headquarters hospital,23.035,73.46300000000001,1
308,4,Monday,April,2011,30 Rabi’ al-Thani 1432,Working Day,,Monday After Noon,Lower Dir,34.8453,71.9046,KPK,Bargain Car market in Munda area of Lower Dir District,Market,Low,Open,,Anti_Militants,Sunni,7.0,9.0,22.0,30.0,1.0,8Kg,Temargara Hospital,16.585,61.853,0
309,7,Thursday,April,2011,03 Jumada al-Ula 1432,Working Day,,07:50:00,Quetta,30.2095,67.0182,Balochistan,Gulistan road-also known as Police & Rangers lines,Residential,Medium,Open,,Police_Rangers,,,1.0,17.0,19.0,1.0,180kg,Civil hospital-CMH,20.76,69.368,0
310,23,Saturday,April,2011,19 Jumada al-Ula 1432,Working Day,Weekend,,Bajaur Agency,34.8718,71.5249,FATA,Salarzai area-65 km northeast of khar,Mobile,Low,Open,,Anti_Militants,Sunni,,5.0,5.0,8.0,1.0,,Agency headquarter hospital in Miranshah,26.34,79.41199999999999,1
311,13,Friday,May,2011,10 Jumada al-Akhirah 1432,Working Day,,06:00:00,Charsadda,34.1509,71.7359,KPK,FC headquarters in Shabqadar-30km from peshawar,Military,High,Open,FC personnel were gathered there,Military,,82.0,95.0,128.0,140.0,2.0,16-20kg,LRH,29.285,84.713,0
312,14,Saturday,May,2011,11 Jumada al-Akhirah 1432,Working Day,Weekend,11:20:00 AM/ 11:00 AM,D.G Khan,30.05,70.6333,KPK,MCB bank-Main bazar of Taunsa Sharif,Bank,Low,Open,,Civilian,,,3.0,,9.0,1.0,,,33.87,92.96600000000001,1
313,25,Wednesday,May,2011,22 Jumada al-Akhirah 1432,Working Day,,04:40:00,Peshawar,34.0043,71.5448,KPK,CID station,Police Rangers,High,Closed,,Police_Rangers,,8.0,11.0,41.0,48.0,1.0,300kg,Lady reading hospital-khyber teaching complex-hayatabad medical complex,33.975,93.155,0
314,26,Thursday,May,2011,23 Jumada al-Akhirah 1432,Working Day,,18:00:00,Hangu,33.5351,71.0713,KPK,checkpoint close to Hangu Police & Rangers station and hangu DPO office,Police Rangers,High,Open,,Police_Rangers,,28.0,32.0,55.0,60.0,1.0,450kg,hungu district headquarter hospital,27.53,81.554,0
315,28,Saturday,May,2011,25 Jumada al-Akhirah 1432,Working Day,Weekend,10:00:00,Bajaur Agency,34.8718,71.5249,FATA,Bajaur Agency's salarzai village-near Afghan border,Market,Low,Open,,Anti_Militants,Sunni,,8.0,,11.0,1.0,,khar agency headquarter hospital,30.06,86.10799999999999,1
316,5,Sunday,June,2011,03 Rajab 1432,Holiday,Weekend,20:45:00,Nowshehra,34.0322,73.0944,KPK,Army run Bakery on Mall road-Nowshehra cantt,Military,High,Closed,,Military,,18.0,19.0,28.0,45.0,1.0,8Kg,Lady reading hospital,32.48,90.464,1
317,12,Sunday,June,2011,10 Rajab 1432,Holiday,Weekend,23:45:00,Peshawar,34.0043,71.5448,KPK,Khyber super market-Peshawarcantt,Market,Low,Open,,Civilian,,32.0,35.0,80.0,107.0,1.0,10 Kg,Lady reading hospital,31.05,87.89,1
318,13,Monday,June,2011,11 Rajab 1432,Working Day,,15:00:00,Islamabad,33.718,73.0718,Capital,silk bank in I-8 markaz,Bank,Low,Open,,Civilian,,1.0,2.0,4.0,6.0,1.0,7kg,PIMS-Shifa International hospital,32.085,89.75299999999999,0
319,25,Saturday,June,2011,23 Rajab 1432,Working Day,Weekend,,D.G Khan,31.8238,70.9095,KPK,Kolache Town,Police Rangers,High,Closed,,Police_Rangers,,,10.0,3.0,5.0,1.0,,,32.925,91.265,1
320,11,Monday,July,2011,10 Sha’ban 1432,Working Day,,,Peshawar,34.0043,71.5448,KPK,Bazar in Central Battagram,Market,Low,Open,,Government Official,,,7.0,25.0,26.0,1.0,,Battagram District Headquarters hospital,31.545,88.781,0
321,21,Thursday,July,2011,20 Sha’ban 1432,Working Day,,,South waziristan,32.3202,69.8597,FATA,South waziristan,Mobile,Low,Open,,Foreigner,,,,,2.0,1.0,,Jandola hospital,24.3,75.74,0
322,24,Sunday,July,2011,23 Sha’ban 1432,Holiday,Weekend,,South waziristan,32.3202,69.8597,FATA,Security Checkpost in chak Malai Area,Military,High,Open,,Military,,,1.0,,7.0,1.0,,,25.195,77.351,1
323,6,Saturday,August,2011,06 Ramadhan 1432,Working Day,Weekend,,Mohmand agency ,32.9746,70.1456,Fata,Danish Kol Bazaar Pandyali,Market,Low,Open,,Military,,,1.0,,0.0,1.0,,,24.745,76.541,1
324,11,Thursday,August,2011,11 Ramadhan 1432,Working Day,Ramadan,,Peshawar,34.0043,71.5448,KPK,Check post near lahori gate,Police Rangers,High,Open,,Police_Rangers,,0.0,2.0,,12.0,1.0,,,30.1,86.18,0
325,19,Friday,August,2011,19 Ramadhan 1432,Working Day,Ramadan,Friday prayer time,Khyber Agency,34.0211,71.2874,KPK,Jamia Masjid Madina in Ghundi Area of Jamrud,Religious,Medium,Closed,,Civilian,,47.0,60.0,70.0,130.0,1.0,,Tehsil Headquarters hospital Jamrud-Hayatabad Medical complex-Khyber Teaching Hospital,30.6,87.08,0
326,31,Wednesday,August,2011,02 Shawwal 1432,Holiday,Eid-ul-Fitar,Wednesday Morning just after offering Eid prayers,Quetta,30.2095,67.0182,Balochistan,near the Eidgah in Marriabad Major Muhammad Ali Shaheed Road.,Religious,Medium,Open,,religious,Shiite,11.0,13.0,12.0,25.0,1.0,60kg,city hospitals,25.59,78.062,0
327,1,Thursday,September,2011,03 Shawwal 1432,Holiday,Eid-ul-Fitar,Thursday night ,Lakki marwat,32.6018,70.9148,KPK,near a Police & Rangers station in Darra Pezu Town,Police Rangers,High,Open,,Police_Rangers,,3.0,2.0,14.0,25.0,1.0,300kg,,20.84,69.512,0
328,7,Wednesday,September,2011,09 Shawwal 1432,Working Day,,,Quetta,30.2095,67.0182,Balochistan,FC DIG's residence at Anscumb road ,Military,High,Closed,,Military,,26.0,28.0,60.0,82.0,2.0,100kg,Civil hospital-CMH,28.465,83.23700000000001,0
329,15,Thursday,September,2011,17 Shawwal 1432,Working Day,,After noon,Lower Dir,34.8453,71.9046,KPK,Jandola Town in Lower Dir-100 km from Swatvalley,Parks Grounds,Low,Open,,Civilian,,26.0,34.0,63.0,75.0,1.0,,,27.235,81.023,0
330,19,Monday,September,2011,21 Shawwal 1432,Working Day,,07:30:00,Karachi,24.9918,66.9911,Sindh,Street 32-off Saba Avenue-DHA Phase VIII-house of CID SSP,Police Rangers,High,Open,,Police_Rangers,,,8.0,4.0,7.0,1.0,300kg,,29.195,84.551,0
331,28,Friday,October,2011,01 Dhul-Hijjah 1432,Working Day,,,Nowshehra,34.0322,73.0944,KPK,Risalpur area of the Nowshera district,Police Rangers,,,,Police_Rangers,,,2.0,,,1.0,,,17.535,63.563,0
332,7,Monday,November,2011,11 Dhul-Hijjah 1432,Working Day,,,Swabi ,34.1335,72.4702,KPK,Malikabad area of Swabi,Government,,,,Government Official,,,3.0,,9.0,,,,19.065,66.317,0
333,16,Wednesday,November,2011,20 Dhul-Hijjah 1432,Working Day,,,Karachi,24.9918,66.9911,Sindh,Sea view-clifton-at lover's point adjacent to village hotel,Mobile,low,Open,,Police_Rangers,,5.0,7.0,,1.0,1.0,,Jinnah Postgraduate Medical Center,25.305,77.54899999999999,0
334,18,Friday,November,2011,22 Dhul-Hijjah 1432,Working Day,,3:38AM,Karachi,24.9918,66.9911,Sindh,Block 13-near Pehlwan Goth roundabout-Gulistan-e-Jauhar,Residential,low,Closed,,Military,,,1.0,,,1.0,,Jinnah Postgraduate Medical Center,27.245,81.041,0
335,24,Saturday,December,2011,29 Muharram 1433,Working Day,Weekend,5:30 AM/5:40 AM,Bannu,32.935,70.6688,KPK,Tochi Scouts headquarters in Bannu,Military,High,Open,,Military,,4.0,6.0,18.0,19.0,1.0,500 kg,CMH Bannu,7.28,45.104,1
336,3,Tuesday,January,2012,09 Safar 1433,Working Day,,13:00:00,Gujrat,32.5737,74.0786,Punjab,Gorali village-4 km from Gujrat,Parks Grounds,Low,Open,,Civilian,,,2.0,,,1.0,,,10.935,51.683,0
337,3,Tuesday,January,2012,09 Safar 1433,Working Day,,14:00:00,Peshawar,34.0043,71.5448,KPK,trade center on arbab road in university town,Market,Low,Closed,,Civilian,,,2.0,19.0,28.0,1.0,5-6kg,Khyber teaching Hospital,12.07,53.726000000000006,0
338,3,Tuesday,January,2012,09 Safar 1433,Working Day,,14:15:00,Khyber Agency,34.0211,71.2874,FATA,landikotal town,Market,Low,open,,Civilian,,,3.0,7.0,9.0,1.0,,,11.285,52.313,0
339,14,Saturday,January,2012,20 Safar 1433,Working Day,Weekend,14:00:00,D.G Khan,31.8238,70.9095,KPK,District Police & Rangers officer's office,Police Rangers,High,Open,,Police_Rangers,,4.0,8.0,7.0,10.0,3.0,,District Headquarters Hospital,6.71,44.078,1
340,30,Monday,January,2012,07 Rabi’ al-Awwal 1433,Working Day,,16:00:00,Peshawar,34.0043,71.5448,KPK,Pakha Ghullam area,Residential,Low,Open,,Anti_Militants,,3.0,4.0,7.0,8.0,1.0,3kg,Lady Reading Hospital,11.325,52.385,0
341,17,Friday,February,2012,25 Rabi’ al-Awwal 1433,Working Day,,14:00:00,Kuram Agency ,32.9746,70.1456,FATA,Parachinar Outside Shia Mousque,Market,Low,Open,,Civilian,Shiite,21.0,28.0,,36.0,1.0,,Agency Headquarter Hospital,0.04,32.071999999999996,0
342,16,Thursday,February,2012,24 Rabi’ al-Awwal 1433,Working Day,,,Upper Dir,35.1977,71.8749,FATA,Dir Town in Northwestren Districk of Upperdir near Afghan Boarder,Market,Low,Open,,Civilian,,1.0,1.0,3.0,3.0,1.0,,,4.985,40.973,0
343,24,Friday,February,2012,02 Rabi’ al-Thani 1433,Working Day,,,Peshawar,34.0043,71.5448,KPK,C-Division Police & Rangers Station (Kotwali Police & Rangers Stataion),Police Rangers,High,Closed,,Police_Rangers,,0.0,4.0,,6.0,3.0,,,9.905,49.82899999999999,0
344,3,Saturday,March,2012,10 Rabi’ al-Thani 1433,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Shabqadar town 35KM northeast of Peshawar,Mobile,High,Open,,Government Official,,0.0,1.0,,6.0,1.0,6kg,Lady Reading Hospital (LRH),16.955,62.519,1
345,4,Sunday,March,2012,11 Rabi’ al-Thani 1433,Holiday,Weekend,,D.G Khan,31.8238,70.9095,KPK,Police & Rangers patrol in main market area of D.G KhanKPK,Mobile,Low,Open,,Police_Rangers,,,0.0,,3.0,1.0,,District Headquarters Hospital,15.735,60.323,1
346,11,Sunday,March,2012,18 Rabi’ al-Thani 1433,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Badaber Area 15Km from Peshawer,Parks Grounds,Low,Open,,Government Official,,14.0,15.0,30.0,33.0,1.0,6Kg,Lady Reading Hospital (LRH),13.33,55.994,1
347,15,Thursday,March,2012,22 Rabi’ al-Thani 1433,Working Day,,,Peshawar,34.0043,71.5448,KPK,Pishtakhara Square-Close to Bara-Khayber Aagency,Police Rangers,Low,Open,,Police_Rangers,,1.0,1.0,2.0,5.0,1.0,6kg,Hayatabad Medical Hospital-Khyber Teaching Hospital,15.75,60.35,0
348,23,Friday,March,2012,30 Rabi’ al-Thani 1433,Working Day,,,Khyber Agency,34.0211,71.2874,KPK,Akkakhel area of Bara in Khyber Agency,Religious,Low,Open,,Anti_Militants,,5.0,13.0,9.0,10.0,1.0,,,19.65,67.37,0
349,5,Thursday,April,2012,13 Jumada al-Ula 1433,Working Day,,19:56:00,Karachi,24.9918,66.9911,Sindh,Garision Area of Malir,Mobile,Low,Open,,Police_Rangers,,4.0,7.0,12.0,14.0,1.0,,,31.345,88.421,0
350,4,Friday,May,2012,13 Jumada al-Akhirah 1433,Working Day,,07:45:00,Bajaur Agency,34.8718,71.5249,FATA,security checkpoint in the middle of Khar Bazaar ,Market,Low,Open,,Police_Rangers,,24.0,26.0,40.0,75.0,1.0,,Agency Headquarters Hospital (AHH)-Lady Reading Hospital (LRH)-,24.58,76.244,0
351,12,Tuesday,June,2012,22 Rajab 1433,Working Day,,,Peshawar,34.0043,71.5448,KPK,Bazidkhel Village-Badhaber Area,Mobile,Low,Open,,Anti_Militants,,2.0,3.0,,5.0,1.0,8Kg,Lady Reading Hospital (LRH),30.605,87.089,0
352,28,Thursday,June,2012,08 Sha’ban 1433,Working Day,,,Quetta,30.2095,67.0182,Balochistan,Hazar Ganji Area,Mobile,Low,Open,,Religious,Shiite,13.0,14.0,20.0,30.0,1.0,50kg,Civil hospital-Bolan Medical Complex-CMH,28.455,83.219,0
353,16,Monday,July,2012,26 Sha’ban 1433,Working Day,,9:30AM,Bannu,32.935,70.6688,KPK,Old City Police & Rangers Station,Police Rangers,High,Closed,,Police_Rangers,,2.0,7.0,2.0,8.0,1.0,,District Hospital Bannu,24.555,76.199,0
354,3,Monday,September,2012,16 Shawwal 1433,Working Day,,,Peshawar,34.0043,71.5448,KPK,Abdara Road,Foreign,Low,Open,,Foreigner,,0.0,2.0,18.0,21.0,1.0,100-110kg,Khyber Teaching Hospital-American Club,29.015,84.227,0
355,10,Monday,September,2012,23 Shawwal 1433,Working Day,,2:40pm,Kuram Agency ,32.9746,70.1456,FATA,Kashmir Chowk-Parachinar,Market,Low,Open,,Civilian,,14.0,15.0,40.0,80.0,1.0,,,19.935,67.883,0
356,13,Saturday,October,2012,27 Dhul-Qi’dah 1433,Holiday,Weekend,10:35am,Dara Adam khel,33.6854,71.5131,KPK,Darra Bazar-Near Headquarters of Pro-Ggovernment Peac Body,Market,Medium,Open,,Anti_Militants,,13.0,20.0,39.0,41.0,1.0,30kg,Lady Reading Hospital,23.495,74.291,1
357,4,Sunday,November,2012,19 Dhul-Hijjah 1433,Holiday,Weekend,2:00 PM / 2:30 PM,Buner,34.3943,72.6151,KPK,Near District Headquarters Hospital in Daggar Area,Mobile,Low,Open,,Anti_Militants,,5.0,6.0,7.0,10.0,1.0,,District Headquarters Hospital,19.195,66.551,1
358,7,Wednesday,November,2012,22 Dhul-Hijjah 1433,Working Day,,,Peshawar,34.0043,71.5448,KPK,Near Khan Razzaq Police & Rangers Station-Qissa Khawani Bazaar,Mobile,High,Open,,Police_Rangers,,6.0,8.0,28.0,37.0,1.0,7kg-8kg,Lady Reading Hospital,19.825,67.685,0
359,8,Thursday,November,2012,23 Dhul-Hijjah 1433,Working Day,,6:55am,Karachi,24.9918,66.9911,Sindh,Sachal Police & Rangers' Headquarters-North Nazimabad Block B Area,Military,High,Open,,Military,,0.0,3.0,18.0,23.0,1.0,100kg-150kg,Abbasi Shaheed Hospital-Sindh Police & Rangers Hospital-PNS Shifa Hospital,25.995,78.791,0
360,19,Monday,November,2012,05 Muharram 1434,Working Day,,,Mohmand agency ,32.9746,70.1456,FATA,Ghaiba Khwar Area of Haleemzai Tehsil,Mobile,Low,Open,,Government Official,,0.0,0.0,3.0,4.0,1.0,,Ghallanai Headquarter Hospital,7.52,45.536,0
361,21,Wednesday,November,2012,07 Muharram 1434,Working Day,,6:15pm,Karachi,24.9918,66.9911,Sindh,Orangi Town Sec-5E-Near Haider-e-Qarrar Imambargah,Religious,High,Open,Muharram Procession,Religious,Shiite,3.0,4.0,4.0,7.0,1.0,4kg-5kg,Qatar Hospital-Abbasi Shaheed Hospital,22.22,71.99600000000001,0
362,21,Wednesday,November,2012,07 Muharram 1434,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,Imambargah Qasar-e-Shabbir in Dhok Syedan-Misrial Road,Religious,High,Open,Muharram Procession,Religious,Shiite,12.0,20.0,25.0,40.0,1.0,,DHQ-Combined Military-Benazir Bhutto Hospital,16.795,62.231,0
363,25,Sunday,November,2012,11 Muharram 1434,Holiday,Ashura,,D.G Khan,31.8238,70.9095,KPK,Commissionary Bazaar-Choglia Area,Market,High,Open,Muharram Procession,religious,Shiite,5.0,6.0,70.0,80.0,1.0,12kg,District Headquarter Teaching Hospital-Combined Military Hospital,12.21,53.978,1
364,29,Thursday,November,2012,15 Muharram 1434,Working Day,,,South Waziristan,32.3202,69.8597,FATA,Rustam Bazaar,Mobile,Low,Open,,Anti_Militants,,5.0,8.0,10.0,18.0,1.0,,Tehsil Headquarter Hospital Wana,3.895,39.010999999999996,0
365,4,Tuesday,December,2012,20 Muharram 1434,Working Day,,,Peshawar,34.0043,71.5448,KPK,Haved Police & Rangers Station Bannu,Police Rangers,High,Open,,Police_Rangers,,,,6.0,10.0,1.0,600kg-800kg,DHQ Hospital Bannu,15.435,59.783,0
366,5,Wednesday,December,2012,21 Muharram 1434,Working Day,,6:30AM,South waziristan,32.3202,69.8597,FATA,Zaree Noor Camp-Angoor Adda Rd,Military,High,Open,,Military,,2.0,3.0,20.0,25.0,1.0,,First Treatment Hospital,7.1,44.78,0
367,22,Saturday,December,2012,09 Safar 1434,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Dhaki Nalbandi Area-Qissa Khwani Bazar,Residential,High,Closed,,Government Official,,,9.0,17.0,20.0,1.0,4kg-6kg,Lady Reading Hospital,15.065,59.117,1
368,10,Thursday,January,2013,28 Safar 1434,Working Day,,,Quetta,30.2095,67.0182,Balochistan,Two suicide bombers blew themselves up at a crowded snooker club on Alamdar Road,Market,High,Closed,,Civilian,Shiite,51.0,93.0,116.0,121.0,2.0,,Civil Hospital and the Combined Military Hospital-Quetta,9.06,48.308,0
369,1,Friday,February,2013,20 Rabi’ al-Awwal 1434,Working Day,,Friday prayer time,Hangu,33.5351,71.0713,KPK,Masjid Faizullah and Masjid Purdil near Marketplace,Religious,High,Open,Possibley anti-taliban Sunni Council,Civilian,Sunni,24.0,27.0,40.0,50.0,1.0,,DHQ-Kohat,10.79,51.422,0
370,14,Thursday,February,2013,04 Rabi’ al-Thani 1434,Working Day,,,Hangu,33.5351,71.0713,KPK,Security checkpost located in Tal area of Hangu ,Military,High,Open,FC check post,Military,,7.0,,8.0,23.0,1.0,,,12.12,53.816,0
371,14,Thursday,February,2013,04 Rabi’ al-Thani 1434,Working Day,,,Bannu,32.935,70.6688,KPK,Maryan Police & Rangers station in Frontier Region Bannu,Police Rangers,High,Open,TTP avenged killing of their fighters in custody and bodies thrown in Miramshah,Police_Rangers,,0.0,0.0,1.0,,4.0,,,8.31,46.958,0
372,16,Saturday,February,2013,06 Rabi’ al-Thani 1434,Working Day,Weekend,6:00pm,Quetta,30.2095,67.0182,Balochistan,Kirani Road near Hazara Town,Market,Medium,Open,,Civilian,Shiite,64.0,84.0,180.0,200.0,1.0,1000kg,Civil Hospital and the Combined Military Hospital,5.49,41.882,1
373,18,Monday,February,2013,08 Rabi’ al-Thani 1434,Working Day,,,Peshawar,34.0043,71.5448,KPK,Khyber Agency's Political Agent Office in Peshawar,Office Building,High,Closed,,Government Official,,5.0,,7.0,,2.0,6kg,Lady Reading Hospital,15.55,59.99,0
374,18,Monday,March,2013,06 Jumada al-Ula 1434,Working Day,,12:10pm,Peshawar,34.0043,71.5448,KPK,Judicial Complex loacated on Khyber Road,Office Building,High,open,Court Proceeding,Government Official,,2.0,4.0,22.0,47.0,2.0,6kg,Lady Reading Hospital,18.725,65.705,0
375,23,Saturday,March,2013,11 Jumada al-Ula 1434,Holiday,Pakistan Day,,North waziristan,32.9746,70.1456,FATA,Security Checkpost near Miramshah,Military,High,Open,Tochi Scouts Check Post Building,Military,,8.0,22.0,20.0,35.0,1.0,,,6.44,43.592,1
376,29,Friday,March,2013,17 Jumada al-Ula 1434,Working Day,,,Peshawar,34.0043,71.5448,KPK,Near security check post Saddar Cantt area of Peshawar,Market,High,Open,FC convoy,Military,,5.0,12.0,11.0,35.0,,,Lady Reading Hospital,21.525,70.745,0
377,16,Tuesday,April,2013,06 Jumada al-Akhirah 1434,Working Day,,,Peshawar,34.0043,71.5448,KPK,The bomb blast took place in Yakatoot in Kotwali Abid Khan,Market,High,Open,Election campain gathering of a Secular Party,Civilian,,16.0,18.0,49.0,60.0,1.0,6kg,Lady Reading Hospital,22.805,73.04899999999999,0
378,16,Tuesday,April,2013,06 Jumada al-Akhirah 1434,Working Day,,5:30pm,North waziristan,32.9746,70.1456,FATA,Near Dirdhoni Check Post,Military,High,Open,Military Convoy,Military,,7.0,9.0,8.0,18.0,1.0,,Military Hospital Miranshah,16.9,62.42,0
379,20,Saturday,April,2013,10 Jumada al-Akhirah 1434,Working Day,Weekend,,Bajaur Agency,34.8718,71.5249,FATA,Outside Headquarter Hospital,Office Building,High,Open,,Civilian,,4.0,4.0,4.0,4.0,1.0,,Headquarter Hospital Bajour Agency,18.81,65.858,1
